Timestamp;fdb;ref;fdb;output
0;-2.245605E+001;-2.394064E+001;-2.245605E+001;7.944462E+002
100089;-2.307129E+001;-2.394064E+001;-2.307129E+001;8.068146E+002
200089;-2.280762E+001;-2.394064E+001;-2.280762E+001;7.806743E+002
300089;-2.311523E+001;-2.394064E+001;-2.311523E+001;7.776370E+002
400093;-2.337891E+001;-2.394064E+001;-2.337891E+001;8.464374E+002
500092;-2.320313E+001;-2.394064E+001;-2.320313E+001;7.601717E+002
600092;-2.342285E+001;-2.394064E+001;-2.342285E+001;7.586533E+002
700089;-2.342285E+001;-2.394064E+001;-2.342285E+001;7.508469E+002
800089;-2.346680E+001;-2.394064E+001;-2.346680E+001;7.455266E+002
900093;-2.364258E+001;-2.394064E+001;-2.346680E+001;7.395603E+002
1000091;-2.359863E+001;-2.394064E+001;-2.359863E+001;7.393951E+002
1100090;-2.373047E+001;-2.394064E+001;-2.373047E+001;7.400002E+002
1200089;-2.381836E+001;-2.405112E+001;-2.381836E+001;7.357241E+002
1300093;-2.399414E+001;-2.417572E+001;-2.399414E+001;7.337373E+002
1400089;-2.452148E+001;-2.417572E+001;-2.452148E+001;7.526194E+002
1500089;-2.645508E+001;-2.417572E+001;-2.645508E+001;8.378922E+002
1600093;-2.658691E+001;-2.417572E+001;-2.658691E+001;8.784305E+002
1700091;-2.535645E+001;-2.417572E+001;-2.535645E+001;8.594200E+002
1800092;-2.535645E+001;-2.417572E+001;-2.535645E+001;8.741754E+002
1900093;-2.540039E+001;-2.417572E+001;-2.540039E+001;8.926810E+002
2000091;-2.509277E+001;-2.417572E+001;-2.504883E+001;8.954688E+002
2100077;-2.504883E+001;-2.417572E+001;-2.504883E+001;9.072887E+002
2200090;-2.491699E+001;-2.417572E+001;-2.491699E+001;9.137440E+002
2300091;-2.482910E+001;-2.417572E+001;-2.482910E+001;9.220503E+002
2400088;-2.465332E+001;-2.417572E+001;-2.465332E+001;9.221378E+002
2500093;-2.443359E+001;-2.417572E+001;-2.443359E+001;9.198429E+002
2600092;-2.355469E+001;-2.417572E+001;-2.355469E+001;8.884424E+002
2700088;-2.179688E+001;-2.417572E+001;-2.179688E+001;8.062475E+002
2800089;-2.228027E+001;-2.417572E+001;-2.228027E+001;7.914579E+002
2900091;-2.324707E+001;-2.417572E+001;-2.324707E+001;8.083226E+002
3000088;-2.293945E+001;-2.417572E+001;-2.293945E+001;7.833505E+002
3100091;-2.298340E+001;-2.417572E+001;-2.298340E+001;7.681548E+002
3200093;-2.329102E+001;-2.417572E+001;-2.329102E+001;7.660947E+002
3300107;-2.337891E+001;-2.417572E+001;-2.337891E+001;7.573467E+002
3400093;-2.342285E+001;-2.417572E+001;-2.342285E+001;7.461008E+002
3500090;-2.351074E+001;-2.417572E+001;-2.351074E+001;7.408901E+002
3600089;-2.364258E+001;-2.417572E+001;-2.364258E+001;7.371565E+002
3700091;-2.364258E+001;-2.417572E+001;-2.364258E+001;7.303837E+002
3800090;-2.386230E+001;-2.417572E+001;-2.386230E+001;7.329009E+002
3900092;-2.430176E+001;-2.417572E+001;-2.430176E+001;7.466830E+002
4000090;-2.575195E+001;-2.417572E+001;-2.575195E+001;8.071123E+002
4100092;-2.685059E+001;-2.417572E+001;-2.685059E+001;8.777662E+002
4200090;-2.570801E+001;-2.417572E+001;-2.562012E+001;8.640897E+002
