Timestamp;fdb;compensate
0;-3.388184E+001;-7.455307E+002
100094;-3.388184E+001;-7.455307E+002
200094;-3.396973E+001;-7.455307E+002
300104;-3.388184E+001;-7.455307E+002
400104;-3.388184E+001;-7.455307E+002
500098;-3.401367E+001;-7.455307E+002
600104;-3.418945E+001;-7.455307E+002
700104;-3.396973E+001;-7.455307E+002
800104;-3.383789E+001;-7.455307E+002
900094;-3.383789E+001;-7.455307E+002
1000094;-3.396973E+001;-7.455307E+002
1100094;-3.396973E+001;-7.455307E+002
1200094;-3.401367E+001;-7.455307E+002
1300104;-3.410156E+001;-7.455307E+002
1400104;-3.396973E+001;-7.455307E+002
1500098;-3.396973E+001;-7.455307E+002
1600104;-3.405762E+001;-7.455307E+002
1700104;-3.396973E+001;-7.455307E+002
1800094;-3.388184E+001;-7.455307E+002
1900104;-3.396973E+001;-7.455307E+002
2000104;-3.401367E+001;-7.455307E+002
2100108;-3.401367E+001;-7.457232E+002
2200104;-3.388184E+001;-7.467571E+002
2300094;-3.396973E+001;-7.477349E+002
2400104;-3.379395E+001;-7.486052E+002
2500104;-3.405762E+001;-7.494844E+002
2600104;-3.396973E+001;-7.501035E+002
2700104;-3.396973E+001;-7.504943E+002
2800104;-3.396973E+001;-7.508890E+002
2900104;-3.375000E+001;-7.512838E+002
3000104;-3.388184E+001;-7.516237E+002
3100104;-3.396973E+001;-7.517351E+002
3200104;-3.392578E+001;-7.517351E+002
3300111;-3.383789E+001;-7.517351E+002
3400104;-3.396973E+001;-7.517351E+002
3500088;-3.392578E+001;-7.517351E+002
3600104;-3.388184E+001;-7.517351E+002
3700094;-3.396973E+001;-7.517351E+002
3800094;-3.401367E+001;-7.518233E+002
3900104;-3.396973E+001;-7.520207E+002
4000098;-3.392578E+001;-7.522181E+002
4100094;-3.392578E+001;-7.524135E+002
4200094;-3.396973E+001;-7.526108E+002
4300098;-3.410156E+001;-7.528082E+002
4400094;-3.388184E+001;-7.530114E+002
4500104;-3.388184E+001;-7.533045E+002
4600094;-3.379395E+001;-7.535946E+002
4700094;-3.396973E+001;-7.538877E+002
4800104;-3.379395E+001;-7.541808E+002
4900094;-3.388184E+001;-7.544709E+002
5000094;-3.388184E+001;-7.547712E+002
5100104;-3.392578E+001;-7.553547E+002
5200084;-3.379395E+001;-7.560356E+002
5300088;-3.388184E+001;-7.567234E+002
