Timestamp;byte_s;Seq;Cmd;hurtType;armorType
6622075;148;12;1;0;0
6623079;148;12;1;0;0
6624093;148;12;1;0;0
6625078;148;12;1;0;0
6626080;148;12;1;0;0
6627079;4;0;0;0;0
6628079;239;0;0;0;0
6629075;21;0;0;0;0
6630079;0;14;8;0;0
6631079;63;14;8;0;0
6632077;241;14;8;0;0
6633079;241;14;8;0;0
6634077;241;14;8;0;0
6635088;241;14;8;0;0
6636078;241;14;8;0;0
6637079;241;14;8;0;0
6638075;241;14;8;0;0
6639079;241;14;8;0;0
6640080;241;14;8;0;0
6641077;241;14;8;0;0
6642080;241;14;8;0;0
6643078;241;14;8;0;0
6644080;241;14;8;0;0
6645078;241;14;8;0;0
6646092;241;14;8;0;0
6647078;4;0;0;0;0
6648080;239;0;0;0;0
6649079;150;0;0;0;0
6650079;0;16;8;0;0
6651080;63;16;8;0;0
6652078;163;16;8;0;0
6653080;163;16;8;0;0
6654078;163;16;8;0;0
6655080;163;16;8;0;0
6656078;163;16;8;0;0
6657093;163;16;8;0;0
6658078;163;16;8;0;0
6659079;163;16;8;0;0
6660080;163;16;8;0;0
6661078;163;16;8;0;0
6662080;163;16;8;0;0
6663078;163;16;8;0;0
6664080;163;16;8;0;0
6665078;163;16;8;0;0
6666080;163;16;8;0;0
6667078;4;0;0;0;0
6668090;239;0;0;0;0
6669078;90;0;0;0;0
6670079;0;18;8;0;0
6671080;63;18;8;0;0
6672078;158;18;8;0;0
6673080;158;18;8;0;0
6674078;158;18;8;0;0
6675080;158;18;8;0;0
6676078;158;18;8;0;0
6677080;158;18;8;0;0
6678093;158;18;8;0;0
6679078;158;18;8;0;0
6680080;158;18;8;0;0
6681079;158;18;8;0;0
6682078;158;18;8;0;0
6683075;158;18;8;0;0
6684079;158;18;8;0;0
6685079;158;18;8;0;0
6686078;158;18;8;0;0
6687075;4;0;0;0;0
6688172;157;0;0;0;0
6689078;139;0;0;0;0
6690079;0;20;8;0;0
6691079;63;20;8;0;0
6692078;69;20;8;0;0
6693075;69;20;8;0;0
6694079;69;20;8;0;0
6695079;69;20;8;0;0
6696078;69;20;8;0;0
6697080;69;20;8;0;0
6698078;69;20;8;0;0
6699092;69;20;8;0;0
6700077;69;20;8;0;0
6701079;69;20;8;0;0
6702080;69;20;8;0;0
6703078;69;20;8;0;0
6704080;69;20;8;0;0
6705078;69;20;8;0;0
6706080;69;20;8;0;0
6707078;181;0;0;0;0
6708075;115;0;0;0;0
6709079;170;0;0;0;0
6710090;0;22;8;0;0
6711078;64;22;8;0;0
6712079;0;0;0;0;0
6713080;186;0;0;0;0
6714078;186;0;0;0;0
6715080;186;0;0;0;0
6716078;186;0;0;0;0
6717080;186;0;0;0;0
6718078;186;0;0;0;0
6719080;186;0;0;0;0
6720078;186;0;0;0;0
6721091;186;0;0;0;0
6722078;186;0;0;0;0
6723079;186;0;0;0;0
6724080;186;0;0;0;0
6725078;186;0;0;0;0
6726080;186;0;0;0;0
6727078;4;24;4;0;0
6728075;115;24;4;0;0
6729079;61;24;0;0;0
6730080;0;0;0;0;0
6731078;64;0;0;0;0
6732090;242;0;0;0;0
6733078;242;0;0;0;0
6734079;242;0;0;0;0
6735080;242;0;0;0;0
6736077;242;0;0;0;0
6737080;242;0;0;0;0
6738078;242;0;0;0;0
6739080;242;0;0;0;0
6740078;242;0;0;0;0
6741080;242;0;0;0;0
6742078;242;0;0;0;0
6743089;242;0;0;0;0
6744078;242;0;0;0;0
6745080;242;0;0;0;0
6746079;242;0;0;0;0
6747078;4;26;4;0;0
6748076;115;26;4;0;0
6749079;9;26;0;0;0
6750079;0;0;0;0;0
6751078;64;0;0;0;0
6752075;223;0;0;0;0
6753089;223;0;0;0;0
6754078;223;0;0;0;0
6755080;223;0;0;0;0
6756079;223;0;0;0;0
6757078;223;0;0;0;0
6758076;223;0;0;0;0
6759079;223;0;0;0;0
6760079;223;0;0;0;0
6761078;223;0;0;0;0
6762075;223;0;0;0;0
6763089;223;0;0;0;0
6764091;223;0;0;0;0
6765079;223;0;0;0;0
6766079;223;0;0;0;0
6767080;4;28;4;0;0
6768078;115;28;4;0;0
6769080;9;28;0;0;0
6770078;233;0;0;0;0
6771080;63;0;0;0;0
6772078;133;0;0;0;0
6773080;133;0;0;0;0
6774095;133;0;0;0;0
6775089;133;0;0;0;0
6776080;133;0;0;0;0
6777078;133;0;0;0;0
6778075;133;0;0;0;0
6779079;133;0;0;0;0
6780080;133;0;0;0;0
6781078;133;0;0;0;0
6782080;133;0;0;0;0
6783078;133;0;0;0;0
6784080;133;0;0;0;0
6785160;133;0;0;0;0
6786078;133;0;0;0;0
6787079;4;30;4;0;0
6788075;115;30;4;0;0
6789079;90;30;0;0;0
6790080;0;0;0;0;0
6791078;63;0;0;0;0
6792080;168;0;0;0;0
6793078;168;0;0;0;0
6794080;168;0;0;0;0
6795078;168;0;0;0;0
6796090;168;0;0;0;0
6797078;168;0;0;0;0
6798080;168;0;0;0;0
6799079;168;0;0;0;0
6800079;168;0;0;0;0
6801080;168;0;0;0;0
6802078;168;0;0;0;0
6803080;168;0;0;0;0
6804078;168;0;0;0;0
6805080;168;0;0;0;0
6806078;168;0;0;0;0
6807089;4;32;4;0;0
6808078;237;32;4;0;0
6809079;128;32;0;0;0
6810075;0;0;0;0;0
6811079;63;0;0;0;0
6812079;0;34;1;0;0
6813078;195;34;1;0;0
6814075;195;34;1;0;0
6815079;195;34;1;0;0
6816079;195;34;1;0;0
6817078;195;34;1;0;0
6818090;195;34;1;0;0
6819078;195;34;1;0;0
6820079;195;34;1;0;0
6821079;195;34;1;0;0
6822078;195;34;1;0;0
6823075;195;34;1;0;0
6824079;195;34;1;0;0
6825079;195;34;1;0;0
6826078;195;34;1;0;0
6827075;4;0;0;0;0
6828079;237;0;0;0;0
6829090;126;0;0;0;0
6830077;0;36;8;0;0
6831079;63;36;8;0;0
6832080;67;36;8;0;0
6833078;67;36;8;0;0
6834080;67;36;8;0;0
6835078;67;36;8;0;0
6836080;67;36;8;0;0
6837078;67;36;8;0;0
6838075;67;36;8;0;0
6839079;67;36;8;0;0
6840091;67;36;8;0;0
6841078;67;36;8;0;0
6842079;67;36;8;0;0
6843080;67;36;8;0;0
6844078;67;36;8;0;0
6845080;67;36;8;0;0
6846078;67;36;8;0;0
6847080;67;36;8;0;0
6848078;237;0;0;0;0
6849080;126;0;0;0;0
6850090;0;38;8;0;0
6851078;63;38;8;0;0
6852079;110;38;8;0;0
6853080;110;38;8;0;0
6854078;110;38;8;0;0
6855080;110;38;8;0;0
6856077;110;38;8;0;0
6857080;110;38;8;0;0
6858078;110;38;8;0;0
6859080;110;38;8;0;0
6860078;110;38;8;0;0
6861091;110;38;8;0;0
6862078;110;38;8;0;0
6863079;110;38;8;0;0
6864080;110;38;8;0;0
6865078;110;38;8;0;0
6866080;110;38;8;0;0
6867078;4;0;0;0;0
6868075;237;0;0;0;0
6869079;74;0;0;0;0
6870080;0;40;8;0;0
6871078;64;40;8;0;0
6872090;135;40;8;0;0
6873078;135;40;8;0;0
6874079;135;40;8;0;0
6875075;135;40;8;0;0
6876079;135;40;8;0;0
6877079;135;40;8;0;0
6878079;135;40;8;0;0
6879075;135;40;8;0;0
6880079;135;40;8;0;0
6881079;135;40;8;0;0
6882078;135;40;8;0;0
6883092;135;40;8;0;0
6884078;135;40;8;0;0
6885080;135;40;8;0;0
6886079;135;40;8;0;0
6887078;4;0;0;0;0
