Timestamp;fdb;ref;fdb;output
0;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.552072E+002
100218;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.565114E+002
200088;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.547158E+002
300089;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.560876E+002
400093;-1.318359E-001;-5.200022E-002;-4.394531E-002;9.542849E+002
500089;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.555103E+002
600090;4.394531E-002;-5.200022E-002;4.394531E-002;9.505393E+002
700089;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.549882E+002
800091;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.549324E+002
900092;4.394531E-002;-5.200022E-002;4.394531E-002;9.501393E+002
1000092;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.530932E+002
1100093;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.528469E+002
1200091;0.000000E+000;-5.200022E-002;-4.394531E-002;9.527787E+002
1300088;0.000000E+000;-5.200022E-002;0.000000E+000;9.512413E+002
1400093;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.526193E+002
1500089;-1.318359E-001;-5.200022E-002;-1.318359E-001;9.510377E+002
1600088;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.539608E+002
1700092;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.523976E+002
1800091;0.000000E+000;-5.200022E-002;0.000000E+000;9.507495E+002
1900076;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.538005E+002
2000089;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.540090E+002
2100092;0.000000E+000;-5.200022E-002;0.000000E+000;9.510134E+002
2200090;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.525756E+002
2300093;-4.394531E-002;-5.200022E-002;-4.394531E-002;9.525751E+002
2400093;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.542057E+002
2500093;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.542543E+002
2600092;-1.757813E-001;-5.200022E-002;-1.757813E-001;9.543152E+002
2700090;-8.789063E-002;-5.200022E-002;-8.789063E-002;9.542360E+002
2800091;-1.318359E-001;-8.440020E-002;-1.318359E-001;9.544693E+002
2900088;4.394531E-002;-1.170002E-001;4.394531E-002;9.465782E+002
3000091;-1.318359E-001;-1.190002E-001;-1.318359E-001;9.518182E+002
3100092;-8.789063E-002;-1.190002E-001;-8.789063E-002;9.495582E+002
3200093;-8.789063E-002;-1.190002E-001;-8.789063E-002;9.489584E+002
3300088;-8.789063E-002;-1.190002E-001;-8.789063E-002;9.483356E+002
3400091;-8.789063E-002;-1.222002E-001;-8.789063E-002;9.476724E+002
3500089;-8.789063E-002;-2.160004E-001;-8.789063E-002;9.432834E+002
3600093;-1.318359E-001;-2.381003E-001;-1.318359E-001;9.422610E+002
3700092;-8.789063E-002;-2.381003E-001;-8.789063E-002;9.405688E+002
3800093;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.421212E+002
3900092;-8.789063E-002;-2.381003E-001;-8.789063E-002;9.358515E+002
4000091;-1.318359E-001;-2.381003E-001;-1.318359E-001;9.361669E+002
4100091;-1.318359E-001;-2.381003E-001;-1.318359E-001;9.349725E+002
4200090;-8.789063E-002;-2.381003E-001;-8.789063E-002;9.323997E+002
4300088;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.359514E+002
4400090;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.350336E+002
4500091;-2.197266E-001;-2.381003E-001;-1.318359E-001;9.311501E+002
4600093;-8.789063E-002;-2.381003E-001;-8.789063E-002;9.286662E+002
4700088;-1.757813E-001;-2.381003E-001;-1.757813E-001;9.309904E+002
4800093;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.318322E+002
4900093;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.312858E+002
5000088;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.307743E+002
5100090;-1.757813E-001;-2.381003E-001;-1.757813E-001;9.288566E+002
5200091;-2.636719E-001;-2.381003E-001;-2.636719E-001;9.314150E+002
5300090;-2.197266E-001;-2.381003E-001;-2.197266E-001;9.295253E+002
5400093;-1.318359E-001;-2.381003E-001;-1.318359E-001;9.262234E+002
5500093;-3.515625E-001;-2.381003E-001;-3.515625E-001;9.337103E+002
5600089;-2.197266E-001;-2.638004E-001;-2.636719E-001;9.291623E+002
5700089;-2.636719E-001;-2.682004E-001;-2.636719E-001;9.283487E+002
5800089;-1.757813E-001;-2.682004E-001;-1.757813E-001;9.248046E+002
5900092;-1.757813E-001;-2.682004E-001;-1.757813E-001;9.273882E+002
6000093;-3.515625E-001;-2.682004E-001;-3.515625E-001;9.300830E+002
6100091;-2.197266E-001;-2.873004E-001;-2.197266E-001;9.242588E+002
6200091;-3.515625E-001;-4.226008E-001;-3.515625E-001;9.226793E+002
6300091;-3.515625E-001;-4.254009E-001;-3.515625E-001;9.207270E+002
6400090;-3.515625E-001;-4.254009E-001;-3.515625E-001;9.192277E+002
6500092;-3.515625E-001;-4.254009E-001;-3.515625E-001;9.178985E+002
6600088;-3.076172E-001;-4.254009E-001;-3.076172E-001;9.152053E+002
6700089;-3.076172E-001;-4.254009E-001;-3.955078E-001;9.172183E+002
6800089;-3.515625E-001;-4.254009E-001;-3.515625E-001;9.148179E+002
6900093;-4.394531E-001;-5.266007E-001;-4.394531E-001;9.130961E+002
7000093;-3.515625E-001;-5.853005E-001;-3.515625E-001;9.057267E+002
