Timestamp;fdb;ref;fdb;output
0;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.096317E+003
100109;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.096095E+003
200091;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.097381E+003
300088;-3.120117E+000;-3.032671E+000;-3.120117E+000;1.098673E+003
400091;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.095400E+003
500089;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.095154E+003
600089;-2.944336E+000;-3.032671E+000;-2.944336E+000;1.091985E+003
700090;-3.032227E+000;-3.032671E+000;-2.988281E+000;1.093326E+003
800089;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.096384E+003
900092;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.094741E+003
1000090;-2.988281E+000;-3.032671E+000;-2.988281E+000;1.092945E+003
1100093;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.094341E+003
1200092;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.095836E+003
1300090;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.094212E+003
1400092;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.095602E+003
1500091;-3.032227E+000;-3.032671E+000;-3.032227E+000;1.093972E+003
1600089;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.095485E+003
1700093;-3.076172E+000;-3.032671E+000;-3.076172E+000;1.095386E+003
1800090;-2.988281E+000;-3.032671E+000;-2.988281E+000;1.092193E+003
1900078;-3.076172E+000;-3.067976E+000;-3.076172E+000;1.093661E+003
2000089;-3.120117E+000;-3.095579E+000;-3.120117E+000;1.093460E+003
2100088;-3.032227E+000;-3.095579E+000;-3.032227E+000;1.089436E+003
2200090;-3.164063E+000;-3.095579E+000;-3.164063E+000;1.093089E+003
2300092;-3.164063E+000;-3.095579E+000;-3.164063E+000;1.092219E+003
2400092;-3.032227E+000;-3.120179E+000;-3.032227E+000;1.085875E+003
2500108;-2.944336E+000;-3.120179E+000;-2.944336E+000;1.081901E+003
