Timestamp;fdb;compensate
0;-3.247559E+001;-9.176710E+002
100091;-3.229980E+001;-9.176710E+002
200092;-3.260742E+001;-9.176710E+002
300088;-3.256348E+001;-9.176710E+002
400092;-3.238770E+001;-9.176710E+002
500090;-3.251953E+001;-9.176710E+002
600089;-3.251953E+001;-9.176710E+002
700091;-3.247559E+001;-9.176710E+002
800090;-3.243164E+001;-9.176710E+002
900088;-3.238770E+001;-9.176710E+002
1000089;-3.251953E+001;-9.176710E+002
1100092;-3.243164E+001;-9.176710E+002
1200092;-3.243164E+001;-9.176710E+002
1300090;-3.243164E+001;-9.176710E+002
1400200;-3.238770E+001;-9.176710E+002
1500089;-3.229980E+001;-9.176710E+002
1600089;-3.251953E+001;-9.176710E+002
1700093;-3.260742E+001;-9.176710E+002
1800091;-3.243164E+001;-9.178181E+002
1900092;-3.251953E+001;-9.189063E+002
2000093;-3.229980E+001;-9.204054E+002
2100092;-3.260742E+001;-9.222656E+002
2200090;-3.243164E+001;-9.240095E+002
2300090;-3.243164E+001;-9.254893E+002
2400089;-3.251953E+001;-9.268636E+002
2500091;-3.229980E+001;-9.276420E+002
2600091;-3.247559E+001;-9.279156E+002
2700093;-3.238770E+001;-9.280145E+002
2800088;-3.243164E+001;-9.281092E+002
2900091;-3.234375E+001;-9.282049E+002
3000089;-3.234375E+001;-9.283006E+002
3100093;-3.251953E+001;-9.283953E+002
3200091;-3.247559E+001;-9.284910E+002
3300092;-3.247559E+001;-9.287060E+002
3400089;-3.247559E+001;-9.289707E+002
3500091;-3.229980E+001;-9.291681E+002
3600089;-3.243164E+001;-9.293635E+002
3700093;-3.251953E+001;-9.294986E+002
3800090;-3.238770E+001;-9.295943E+002
3900092;-3.234375E+001;-9.296890E+002
4000092;-3.229980E+001;-9.297847E+002
4100092;-3.238770E+001;-9.298804E+002
4200091;-3.229980E+001;-9.299752E+002
4300090;-3.243164E+001;-9.300709E+002
4400092;-3.243164E+001;-9.301666E+002
4500091;-3.247559E+001;-9.302613E+002
4600090;-3.247559E+001;-9.303570E+002
4700091;-3.229980E+001;-9.304019E+002
4800088;-3.234375E+001;-9.304019E+002
4900090;-3.243164E+001;-9.304019E+002
5000093;-3.225586E+001;-9.304019E+002
5100089;-3.234375E+001;-9.304019E+002
5200091;-3.251953E+001;-9.304019E+002
5300089;-3.229980E+001;-9.304019E+002
5400093;-3.234375E+001;-9.304019E+002
5500092;-3.247559E+001;-9.304418E+002
5600092;-3.238770E+001;-9.307045E+002
5700089;-3.251953E+001;-9.309556E+002
5800088;-3.238770E+001;-9.311510E+002
5900088;-3.216797E+001;-9.313484E+002
6000091;-3.238770E+001;-9.315458E+002
6100091;-3.238770E+001;-9.317411E+002
6200092;-3.243164E+001;-9.319385E+002
6300091;-3.243164E+001;-9.322907E+002
6400090;-3.234375E+001;-9.329916E+002
6500089;-3.243164E+001;-9.338709E+002
6600093;-3.269531E+001;-9.347502E+002
6700088;-3.256348E+001;-9.356205E+002
6800092;-3.234375E+001;-9.364998E+002
6900088;-3.238770E+001;-9.373701E+002
7000091;-3.221191E+001;-9.382493E+002
7100092;-3.238770E+001;-9.391286E+002
7200093;-3.225586E+001;-9.399989E+002
7300092;-3.238770E+001;-9.408782E+002
7400089;-3.243164E+001;-9.417574E+002
7500092;-3.247559E+001;-9.425369E+002
7600090;-3.238770E+001;-9.433205E+002
7700088;-3.238770E+001;-9.440220E+002
7800090;-3.225586E+001;-9.446884E+002
7900091;-3.238770E+001;-9.453140E+002
8000090;-3.251953E+001;-9.458942E+002
8100090;-3.229980E+001;-9.464227E+002
8200089;-3.216797E+001;-9.467345E+002
8300090;-3.243164E+001;-9.469318E+002
8400090;-3.221191E+001;-9.471292E+002
8500092;-3.229980E+001;-9.473266E+002
8600092;-3.238770E+001;-9.475220E+002
8700092;-3.225586E+001;-9.477194E+002
8800091;-3.225586E+001;-9.479167E+002
8900088;-3.234375E+001;-9.481121E+002
9000091;-3.221191E+001;-9.483095E+002
9100091;-3.234375E+001;-9.485049E+002
9200093;-3.234375E+001;-9.486141E+002
9300092;-3.225586E+001;-9.487098E+002
9400091;-3.229980E+001;-9.488045E+002
9500091;-3.221191E+001;-9.489002E+002
9600093;-3.216797E+001;-9.489959E+002
9700088;-3.229980E+001;-9.490906E+002
9800089;-3.243164E+001;-9.491863E+002
9900091;-3.229980E+001;-9.492820E+002
10000088;-3.229980E+001;-9.493768E+002
10100089;-3.234375E+001;-9.494725E+002
10200090;-3.229980E+001;-9.495672E+002
10300093;-3.225586E+001;-9.496629E+002
10400091;-3.229980E+001;-9.497586E+002
10500088;-3.238770E+001;-9.498533E+002
10600091;-3.229980E+001;-9.499490E+002
10700088;-3.225586E+001;-9.500447E+002
10800093;-3.221191E+001;-9.501395E+002
10900093;-3.234375E+001;-9.502352E+002
11000090;-3.247559E+001;-9.503309E+002
11100093;-3.243164E+001;-9.504256E+002
11200089;-3.234375E+001;-9.505213E+002
11300088;-3.229980E+001;-9.506160E+002
11400089;-3.221191E+001;-9.507117E+002
11500090;-3.225586E+001;-9.508074E+002
11600090;-3.221191E+001;-9.509022E+002
11700090;-3.234375E+001;-9.509979E+002
11800092;-3.234375E+001;-9.510936E+002
11900093;-3.216797E+001;-9.511883E+002
12000091;-3.225586E+001;-9.512801E+002
12100092;-3.225586E+001;-9.512801E+002
12200093;-3.225586E+001;-9.512801E+002
12300093;-3.221191E+001;-9.512801E+002
12400089;-3.216797E+001;-9.512801E+002
12500089;-3.212402E+001;-9.512801E+002
12600091;-3.225586E+001;-9.512801E+002
12700093;-3.225586E+001;-9.512801E+002
12800090;-3.234375E+001;-9.512801E+002
12900091;-3.225586E+001;-9.512801E+002
13000091;-3.225586E+001;-9.512801E+002
13100090;-3.238770E+001;-9.512801E+002
13200089;-3.221191E+001;-9.512801E+002
13300092;-3.225586E+001;-9.512801E+002
13400092;-3.221191E+001;-9.512801E+002
13500092;-3.229980E+001;-9.512801E+002
13600090;-3.221191E+001;-9.512801E+002
