Timestamp;fdb;ref;fdb;output
0;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.020968E+003
100109;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.020414E+003
200089;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.021595E+003
300090;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.022625E+003
400089;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.022170E+003
500090;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.021809E+003
600092;-2.043457E+001;-2.036412E+001;-2.043457E+001;1.022941E+003
700088;-2.047852E+001;-2.036412E+001;-2.047852E+001;1.024073E+003
800090;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.020612E+003
900093;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.017124E+003
1000092;-2.034668E+001;-2.036412E+001;-2.030273E+001;1.016557E+003
1100093;-2.047852E+001;-2.036412E+001;-2.047852E+001;1.022238E+003
1200091;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.018768E+003
1300092;-2.034668E+001;-2.036412E+001;-2.034668E+001;1.015311E+003
1400089;-2.039063E+001;-2.036412E+001;-2.039063E+001;1.017984E+003
1500092;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.014607E+003
1600092;-2.034668E+001;-2.036412E+001;-2.034668E+001;1.015951E+003
1700090;-2.021484E+001;-2.036412E+001;-2.021484E+001;1.011029E+003
1800091;-2.025879E+001;-2.036412E+001;-2.025879E+001;1.012383E+003
1900090;-2.025879E+001;-2.036412E+001;-2.025879E+001;1.011893E+003
2000089;-2.034668E+001;-2.036412E+001;-2.034668E+001;1.014637E+003
2100088;-2.030273E+001;-2.036412E+001;-2.030273E+001;1.012791E+003
2200092;-2.025879E+001;-2.047028E+001;-2.025879E+001;1.006956E+003
2300089;-2.030273E+001;-2.070496E+001;-2.030273E+001;9.966481E+002
2400090;-2.039063E+001;-2.070856E+001;-2.039063E+001;9.951019E+002
2500080;-2.047852E+001;-2.070856E+001;-2.047852E+001;9.940814E+002
2600090;-2.047852E+001;-2.070856E+001;-2.047852E+001;9.901923E+002
2700089;-2.043457E+001;-2.070856E+001;-2.043457E+001;9.848964E+002
2800090;-2.052246E+001;-2.070856E+001;-2.052246E+001;9.844473E+002
2900089;-2.047852E+001;-2.070856E+001;-2.047852E+001;9.793531E+002
3000093;-2.065430E+001;-2.070856E+001;-2.065430E+001;9.822279E+002
3100090;-2.043457E+001;-2.070856E+001;-2.043457E+001;9.716036E+002
3200093;-2.047852E+001;-2.070856E+001;-2.043457E+001;9.688114E+002
3300089;-2.047852E+001;-2.070856E+001;-2.047852E+001;9.675772E+002
3400091;-2.061035E+001;-2.070856E+001;-2.061035E+001;9.695406E+002
3500093;-2.061035E+001;-2.070856E+001;-2.061035E+001;9.670131E+002
3600091;-2.065430E+001;-2.070856E+001;-2.065430E+001;9.661292E+002
3700091;-2.056641E+001;-2.070856E+001;-2.056641E+001;9.609681E+002
3800107;-2.052246E+001;-2.070856E+001;-2.052246E+001;9.574572E+002
3900093;-2.056641E+001;-2.070856E+001;-2.056641E+001;9.570393E+002
4000090;-2.056641E+001;-2.070856E+001;-2.056641E+001;9.549852E+002
4100090;-2.061035E+001;-2.070856E+001;-2.061035E+001;9.547041E+002
4200092;-2.065430E+001;-2.074039E+001;-2.065430E+001;9.531719E+002
4300090;-2.065430E+001;-2.079867E+001;-2.065430E+001;9.486174E+002
4400092;-2.061035E+001;-2.096426E+001;-2.061035E+001;9.379424E+002
4500090;-2.065430E+001;-2.105034E+001;-2.065430E+001;9.314659E+002
4600090;-2.061035E+001;-2.105034E+001;-2.061035E+001;9.250356E+002
4700092;-2.078613E+001;-2.105034E+001;-2.078613E+001;9.265486E+002
4800091;-2.069824E+001;-2.105034E+001;-2.069824E+001;9.191964E+002
4900091;-2.061035E+001;-2.105034E+001;-2.061035E+001;9.119921E+002
5000091;-2.069824E+001;-2.105034E+001;-2.069824E+001;9.110995E+002
5100090;-2.074219E+001;-2.105034E+001;-2.074219E+001;9.088223E+002
5200088;-2.083008E+001;-2.105034E+001;-2.083008E+001;9.084399E+002
5300119;-2.069824E+001;-2.105034E+001;-2.069824E+001;9.004409E+002
5400093;-2.096191E+001;-2.105034E+001;-2.083008E+001;9.020820E+002
5500092;-2.083008E+001;-2.105034E+001;-2.083008E+001;8.991026E+002
5600092;-2.091797E+001;-2.105034E+001;-2.091797E+001;8.994823E+002
5700092;-2.087402E+001;-2.105034E+001;-2.087402E+001;8.953953E+002
5800091;-2.087402E+001;-2.105034E+001;-2.087402E+001;8.931847E+002
5900093;-2.078613E+001;-2.105034E+001;-2.078613E+001;8.880521E+002
6000092;-2.091797E+001;-2.105034E+001;-2.091797E+001;8.909179E+002
6100093;-2.087402E+001;-2.105034E+001;-2.087402E+001;8.878531E+002
6200093;-2.096191E+001;-2.105034E+001;-2.096191E+001;8.896552E+002
6300089;-2.096191E+001;-2.105034E+001;-2.096191E+001;8.881715E+002
6400092;-2.100586E+001;-2.105034E+001;-2.100586E+001;8.886143E+002
6500091;-2.100586E+001;-2.105034E+001;-2.091797E+001;8.844177E+002
6600090;-2.109375E+001;-2.105034E+001;-2.109375E+001;8.895793E+002
6700091;-2.096191E+001;-2.105034E+001;-2.096191E+001;8.842021E+002
6800091;-2.104980E+001;-2.105034E+001;-2.104980E+001;8.864847E+002
6900092;-2.100586E+001;-2.105034E+001;-2.100586E+001;8.843068E+002
7000090;-2.096191E+001;-2.105034E+001;-2.096191E+001;8.823932E+002
7100089;-2.113770E+001;-2.105034E+001;-2.113770E+001;8.880040E+002
7200090;-2.104980E+001;-2.105034E+001;-2.104980E+001;8.844356E+002
7300088;-2.087402E+001;-2.105034E+001;-2.087402E+001;8.778586E+002
7400091;-2.104980E+001;-2.105333E+001;-2.104980E+001;8.835637E+002
7500092;-2.104980E+001;-2.107296E+001;-2.104980E+001;8.825321E+002
7600091;-2.100586E+001;-2.114175E+001;-2.100586E+001;8.778175E+002
7700092;-2.113770E+001;-2.122244E+001;-2.113770E+001;8.779429E+002
7800091;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.795292E+002
7900092;-2.100586E+001;-2.122244E+001;-2.100586E+001;8.006747E+002
8000090;-2.109375E+001;-2.122244E+001;-2.109375E+001;8.726490E+002
8100093;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.746477E+002
8200092;-2.109375E+001;-2.122244E+001;-2.109375E+001;8.705983E+002
8300091;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.726831E+002
8400093;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.721226E+002
8500089;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.714510E+002
8600089;-2.109375E+001;-2.122244E+001;-2.109375E+001;8.679625E+002
8700089;-2.113770E+001;-2.122244E+001;-2.118164E+001;8.703922E+002
8800092;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.697884E+002
8900089;-2.113770E+001;-2.122244E+001;-2.113770E+001;8.677949E+002
9000090;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.688589E+002
9100091;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.685142E+002
9200091;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.680770E+002
9300090;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.693930E+002
9400089;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.674919E+002
9500093;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.687161E+002
9600091;-2.109375E+001;-2.122244E+001;-2.109375E+001;8.637689E+002
9700093;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.665434E+002
9800093;-2.118164E+001;-2.122244E+001;-2.122559E+001;8.678479E+002
9900093;-2.113770E+001;-2.122244E+001;-2.113770E+001;8.647716E+002
10000091;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.663221E+002
10100093;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.676877E+002
10200090;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.661316E+002
10300089;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.675526E+002
10400093;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.676208E+002
10500093;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.661691E+002
10600090;-2.122559E+001;-2.122244E+001;-2.122559E+001;8.677693E+002
10700091;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.662066E+002
10800090;-2.118164E+001;-2.122244E+001;-2.118164E+001;8.662501E+002
10900089;-2.113770E+001;-2.127743E+001;-2.131348E+001;8.687444E+002
11000090;-2.122559E+001;-2.144964E+001;-2.122559E+001;8.579629E+002
11100092;-2.131348E+001;-2.150653E+001;-2.131348E+001;8.560603E+002
11200093;-2.140137E+001;-2.150653E+001;-2.140137E+001;8.563542E+002
11300091;-2.131348E+001;-2.150653E+001;-2.131348E+001;8.507391E+002
11400079;-2.131348E+001;-2.150653E+001;-2.131348E+001;8.483356E+002
11500091;-2.122559E+001;-2.150653E+001;-2.122559E+001;8.432087E+002
11600093;-2.131348E+001;-2.150653E+001;-2.131348E+001;8.442499E+002
11700092;-2.148926E+001;-2.150653E+001;-2.140137E+001;8.456548E+002
11800092;-2.135742E+001;-2.150653E+001;-2.135742E+001;8.426633E+002
11900093;-2.135742E+001;-2.150653E+001;-2.135742E+001;8.411212E+002
12000089;-2.140137E+001;-2.150653E+001;-2.140137E+001;8.443410E+002
12100089;-2.148926E+001;-2.150653E+001;-2.148926E+001;8.429923E+002
12200090;-2.140137E+001;-2.150653E+001;-2.140137E+001;8.387191E+002
12300090;-2.140137E+001;-2.150653E+001;-2.140137E+001;8.376476E+002
12400090;-2.140137E+001;-2.150653E+001;-2.140137E+001;8.365366E+002
12500092;-2.144531E+001;-2.150653E+001;-2.144531E+001;8.372411E+002
12600093;-2.153320E+001;-2.150653E+001;-2.153320E+001;8.395229E+002
12700093;-2.148926E+001;-2.150653E+001;-2.148926E+001;8.373054E+002
12800092;-2.135742E+001;-2.150653E+001;-2.135742E+001;8.319685E+002
12900089;-2.148926E+001;-2.151493E+001;-2.148926E+001;8.356210E+002
13000090;-2.148926E+001;-2.165991E+001;-2.148926E+001;8.290054E+002
13100089;-2.144531E+001;-2.172648E+001;-2.144531E+001;8.272170E+002
13200090;-2.148926E+001;-2.172648E+001;-2.148926E+001;8.218989E+002
13300093;-2.144531E+001;-2.172648E+001;-2.144531E+001;8.182146E+002
13400093;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.224014E+002
13500090;-2.157715E+001;-2.172648E+001;-2.157715E+001;8.189999E+002
13600093;-2.157715E+001;-2.172648E+001;-2.157715E+001;8.173514E+002
13700093;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.176365E+002
13800091;-2.148926E+001;-2.172648E+001;-2.148926E+001;8.117546E+002
13900091;-2.162109E+001;-2.172648E+001;-2.157715E+001;8.136490E+002
14000088;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.140878E+002
14100091;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.131151E+002
14200093;-2.170898E+001;-2.172648E+001;-2.170898E+001;8.152860E+002
14300077;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.114976E+002
14400090;-2.175293E+001;-2.172648E+001;-2.175293E+001;8.154524E+002
14500090;-2.162109E+001;-2.172648E+001;-2.162109E+001;8.101442E+002
14600089;-2.170898E+001;-2.172648E+001;-2.170898E+001;8.124872E+002
14700092;-2.166504E+001;-2.172648E+001;-2.166504E+001;8.101361E+002
14800091;-2.157715E+001;-2.180908E+001;-2.157715E+001;8.032513E+002
14900093;-2.175293E+001;-2.200508E+001;-2.175293E+001;7.998090E+002
15000091;-2.184082E+001;-2.203819E+001;-2.184082E+001;7.984515E+002
15100093;-2.184082E+001;-2.203819E+001;-2.184082E+001;7.955679E+002
15200091;-2.184082E+001;-2.203819E+001;-2.184082E+001;7.929273E+002
15300088;-2.197266E+001;-2.203819E+001;-2.197266E+001;7.905266E+002
15400093;-2.188477E+001;-2.203819E+001;-2.188477E+001;7.901282E+002
15500091;-2.192871E+001;-2.203819E+001;-2.192871E+001;7.900219E+002
15600089;-2.188477E+001;-2.203819E+001;-2.188477E+001;7.868859E+002
15700090;-2.192871E+001;-2.203819E+001;-2.192871E+001;7.872546E+002
15800088;-2.197266E+001;-2.203819E+001;-2.197266E+001;7.875797E+002
15900093;-2.197266E+001;-2.203819E+001;-2.197266E+001;7.867151E+002
16000092;-2.197266E+001;-2.203819E+001;-2.197266E+001;7.857176E+002
16100092;-2.192871E+001;-2.203819E+001;-2.192871E+001;7.832867E+002
16200091;-2.206055E+001;-2.203819E+001;-2.206055E+001;7.873441E+002
16300090;-2.188477E+001;-2.203819E+001;-2.188477E+001;7.807733E+002
16400093;-2.201660E+001;-2.203819E+001;-2.201660E+001;7.849693E+002
16500090;-2.201660E+001;-2.203819E+001;-2.201660E+001;7.846957E+002
16600093;-2.201660E+001;-2.203819E+001;-2.201660E+001;7.845668E+002
